significance;uniquename;name;searchname;altname;type;gatewaylink;age;area;canon;illustrator;placeholder
"3";"GapOfRohan";"Gap of Rohan";"Gap of Rohan";"";"Region";"http://tolkiengateway.net/wiki/Gap_of_Rohan";"Third Age";""Middle-earth","Rohan"";"1";"Ted Nasmith";""
"2";"GateOfIsengard";"Gate of Isengard";"Gate of Isengard";"";"Place";"http://tolkiengateway.net/wiki/Gate_of_Isengard";"First Age";""Middle-earth","Rohan"";"2";"";""
"2";"GatesOfSirion";"Gates of Sirion";"Gates of Sirion";"";"Mouth";"http://tolkiengateway.net/wiki/Gates_of_Sirion";"First Age";""Middle-earth","Beleriand"";"1";"Ted Nasmith";""
"2";"Gateway";"Gateway";"Gateway";"";"Road";"http://tolkiengateway.net/wiki/Gateway";"Third Age";""Middle-earth","Gondor"";"2";"";""
"4";"Gelion";"Gelion";"Gelion";"";"River";"http://tolkiengateway.net/wiki/Gelion";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"GelionAscarStockade";"Gelion-Ascar Stockade";"Gelion-Ascar Stockade";"";"Stronghold";"http://tolkiengateway.net/wiki/Gelion-Ascar_Stockade";"First Age";""Middle-earth","Beleriand"";"2";"";""
"3";"Gilrain";"Gilrain";"Gilrain";"";"River";"http://tolkiengateway.net/wiki/Gilrain";"Third Age";""Middle-earth","Gondor"";"1";"";""
"3";"Ginglith";"Ginglith";"Ginglith";"";"River";"http://tolkiengateway.net/wiki/Ginglith";"First Age";""Middle-earth","Beleriand"";"1";"";""
"3";"GirdleOfMelian";"Girdle of Melian";"Girdle of Melian";"";"Girdle";"http://tolkiengateway.net/wiki/Girdle_of_Melian";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"GirdleyIsland";"Girdley Island";"Girdley Island";"";"Island";"http://tolkiengateway.net/wiki/Girdley_Island";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"GladdenFields";"Gladden Fields";"Gladden Fields";"";"Region";"http://tolkiengateway.net/wiki/Gladden_Fields";"Third Age";""Middle-earth","Rhovanion"";"1";"Anke Eissmann";""
"2";"GladdenRiver";"Gladden River";"Gladden River";"";"River";"http://tolkiengateway.net/wiki/Gladden_River";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"4";"Glanduin";"Glanduin";"Glanduin";"";"River";"http://tolkiengateway.net/wiki/Glanduin";"Third Age";""Middle-earth","Eriador"";"1";"";""
"3";"Glithui";"Glithui";"Glithui";"";"River";"http://tolkiengateway.net/wiki/Glithui";"Third Age";""Middle-earth","Beleriand"";"1";"";""
"2";"GlitteringCaves";"Glittering Caves";"Glittering Caves";"";"Place";"http://tolkiengateway.net/wiki/Glittering_Caves";"First Age";""Middle-earth","Rohan"";"1";"Ted Nasmith";""
"3";"GoblinGate";"Goblin-gate";"Goblin-gate";"";"Place";"http://tolkiengateway.net/wiki/Goblin-gate";"Third Age";""Misty Mountains","Middle-earth"";"1";"Ted Nasmith";""
"4";"GoblinTown";"Goblin-town";"Goblin-town";"";"City";"http://tolkiengateway.net/wiki/Goblin-town";"Third Age";""Misty Mountains","Middle-earth"";"1";"";""
"3";"GollumsLake";"Gollum's Lake";"Gollum's Lake";"";"Lake";"http://tolkiengateway.net/wiki/Gollum%27s_Lake";"Third Age";""Misty Mountains","Middle-earth"";"2";"";""
"7";"Gondolin";"Gondolin";"Gondolin";"Ondolindë";"City";"http://tolkiengateway.net/wiki/Gondolin";"First Age";""Middle-earth","Gondolin"";"1";"Ted Nasmith";""
"7";"Gondor";"Gondor";"Gondor";"";"Region";"http://tolkiengateway.net/wiki/Gondor";"Second Age";""Middle-earth","Gondor"";"1";"";""
"1";"GreatChamberOfThror";"Great Chamber of Thrór";"Great Chamber of Thror";"";"House";"http://tolkiengateway.net/wiki/Great_Chamber_of_Thr%C3%B3r";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"2";"GreatDesert";"Great Desert";"Great Desert";"";"Region";"http://tolkiengateway.net/wiki/Great_Desert";"Third Age";""Southern lands","Middle-earth"";"2";"";""
"2";"GreaterGelion";"Greater Gelion";"Greater Gelion";"";"River";"http://tolkiengateway.net/wiki/Greater_Gelion";"First Age";""Middle-earth","Rhovanion"";"1";"";""
"2";"GreatForestOfTheSouth";"Great Forest of the South";"Great Forest of the South";"";"Forest";"http://tolkiengateway.net/wiki/Great_Forest_of_the_South";"Third Age";""Southern lands","Middle-earth"";"2";"";""
"3";"GreatGateOfGondolin";"Great Gate of Gondolin";"Great Gate of Gondolin";"";"Gate";"http://tolkiengateway.net/wiki/Great_Gate_of_Gondolin";"First Age";""Middle-earth","Gondolin"";"2";"";""
"4";"GreatGateOfMinasTirith";"Great Gate of Minas Tirith";"Great Gate of Minas Tirith";"";"Gate";"http://tolkiengateway.net/wiki/Great_Gate_of_Minas_Tirith";"Third Age";""Middle-earth","Minas Tirith"";"2";"";""
"2";"GreatGates";"Great Gates";"Great Gates";"";"Place";"http://tolkiengateway.net/wiki/Great_Gates";"Third Age";""Middle-earth","Moria"";"2";"";""
"3";"GreatGulf";"Great Gulf";"Great Gulf";"";"Gulf";"http://tolkiengateway.net/wiki/Great_Gulf";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"GreatHallOfFeasts";"Great Hall of Feasts";"Great Hall of Feasts";"Merethrond";"Hall";"http://tolkiengateway.net/wiki/Great_Hall_of_Feasts";"Third Age";""Middle-earth","Gondor"";"2";"";""
"1";"GreatHallOfOsgiliath";"Great Hall of Osgiliath";"Great Hall of Osgiliath";"";"Hall";"http://tolkiengateway.net/wiki/Great_Hall_of_Osgiliath";"Third Age";""Middle-earth","Gondor"";"2";"";""
"5";"GreatHallOfThrain";"Great Hall of Thráin";"Great Hall of Thrain";"";"House";"http://tolkiengateway.net/wiki/Great_Hall_of_Thr%C3%A1in";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"4";"GreatHouse";"Great House";"Great House";"";"House";"http://tolkiengateway.net/wiki/Great_House";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"1";"GreatLake";"Great Lake";"Great Lake";"";"River";"http://tolkiengateway.net/wiki/Great_Lake";"Third Age";"Middle-earth";"2";"";""
"1";"GreatPlains";"Great Plains";"Great Plains";"";"Region";"http://tolkiengateway.net/wiki/Great_Plains";"First Age";""Middle-earth","Beleriand"";"2";"";""
"1";"GreatSquare";"Great Square";"Great Square";"";"Place";"http://tolkiengateway.net/wiki/Great_Square";"First Age";"Aman";"2";"";""
"2";"GreenDragon";"Green Dragon";"Green Dragon";"";"House";"http://tolkiengateway.net/wiki/Green_Dragon";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Greenfields";"Greenfields";"Greenfields";"";"Field";"http://tolkiengateway.net/wiki/Greenfields";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"GreenHillCountry";"Green Hill Country";"Green Hill Country";"";"Region";"http://tolkiengateway.net/wiki/Green_Hill_Country";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"GreenHills";"Green Hills";"Green Hills";"";"Hill Range";"http://tolkiengateway.net/wiki/Green_Hills";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Greenholm";"Greenholm";"Greenholm";"";"Village";"http://tolkiengateway.net/wiki/Greenholm";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"GreatSmials";"Great Smials";"Great Smials";"";"Village";"http://tolkiengateway.net/wiki/Great_Smials";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Greenway";"Greenway";"Greenway";"";"Road";"http://tolkiengateway.net/wiki/Greenway";"Third Age";""Middle-earth","Eriador"";"1";"Matěj Čadil";""
"3";"GreyHavens";"Grey Havens";"Grey Havens";"Mithlond";"Harbour";"http://tolkiengateway.net/wiki/Grey_Havens";"Second Age";""Middle-earth","Lindon"";"1";"Ted Nasmith";""
"3";"Greylin";"Greylin";"Greylin";"";"River";"http://tolkiengateway.net/wiki/Greylin";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"5";"GreyMountains";"Grey Mountains";"Grey Mountains";"";"Mountain Range";"http://tolkiengateway.net/wiki/Grey_Mountains";"Second Age";""Middle-earth","Rhovanion"";"1";"Matěj Čadil";""
"2";"GreyWood";"Grey Wood";"Grey Wood";"";"Forest";"http://tolkiengateway.net/wiki/Grey_Wood";"Third Age";""Middle-earth","Gondor"";"1";"";""
"1";"Grimslade";"Grimslade";"Grimslade";"";"House";"http://tolkiengateway.net/wiki/Grimslade";"First Age";""Middle-earth","Rohan"";"2";"";""
"1";"Gruir";"Gruir";"Gruir";"";"River";"http://tolkiengateway.net/wiki/Gruir";"First Age";""Aman","Tol Eressëa"";"2";"";""
"2";"GulfOfLune";"Gulf of Lune";"Gulf of Lune";"Gulf of Lhûn";"Gulf";"http://tolkiengateway.net/wiki/Gulf_of_Lune";"Second Age";""Middle-earth","Lindon"";"1";"";""
"6";"Gundabad";"Gundabad";"Gundabad";"Mount Gundabad";"Mountain";"http://tolkiengateway.net/wiki/Gundabad";"Third Age";""Middle-earth","Angmar"";"1";"";""
"2";"Gwathlo";"Gwathló";"Gwathlo";"Greyflood";"River";"http://tolkiengateway.net/wiki/Gwathl%C3%B3";"Third Age";""Middle-earth","Eriador"";"1";"";""
"2";"Haerast";"Haerast";"Haerast";"";"Coast";"http://tolkiengateway.net/wiki/Haerast";"First Age";"Aman";"1";"";""
"2";"HallsOfMandos";"Halls of Mandos";"Halls of Mandos";"";"House";"http://tolkiengateway.net/wiki/Halls_of_Mandos";"First Age";""Aman","Valinor"";"1";"Ralph Damiani";""
"2";"HallsOfNienna";"Halls of Nienna";"Halls of Nienna";"";"House";"http://tolkiengateway.net/wiki/Halls_of_Nienna";"First Age";""Aman","Valinor"";"1";"";""
"4";"Harad";"Harad";"Harad";""Haradwaith","Sunlands","Sutherland"";"Region";"http://tolkiengateway.net/wiki/Harad";"Third Age";""Southern lands","Middle-earth"";"1";"Ted Nasmith";""
"3";"HaradRoad";"Harad Road";"Harad Road";"";"Road";"http://tolkiengateway.net/wiki/Harad_Road";"Third Age";""Middle-earth","Gondor"";"1";"";""
"2";"Hardbottle";"Hardbottle";"Hardbottle";"";"Village";"http://tolkiengateway.net/wiki/Hardbottle";"Third Age";""Middle-earth","The Shire"";"2";"";""
"3";"Harlindon";"Harlindon";"Harlindon";"";"Region";"http://tolkiengateway.net/wiki/Harlindon";"Second Age";""Middle-earth","Lindon"";"1";"";""
"2";"HarlondGondor";"Harlond (Gondor)";"Harlond (Gondor)";"";"Harbour";"http://tolkiengateway.net/wiki/Harlond_%28Gondor%29";"Third Age";""Middle-earth","Gondor"";"2";"";""
"2";"HarlondLindon";"Harlond (Lindon)";"Harlond (Lindon)";"";"Harbour";"http://tolkiengateway.net/wiki/Harlond_%28Lindon%29";"Second Age";""Middle-earth","Lindon"";"1";"";""
"2";"Harnen";"Harnen";"Harnen";"";"River";"http://tolkiengateway.net/wiki/Harnen";"Third Age";""Middle-earth","Rohan"";"1";"";""
"1";"Harrowdale";"Harrowdale";"Harrowdale";"";"Region";"http://tolkiengateway.net/wiki/Harrowdale";"First Age";""Middle-earth","Rohan"";"2";"";""
"2";"HaudhEnElleth";"Haudh-en-Elleth";"Haudh-en-Elleth";"";"Hill";"http://tolkiengateway.net/wiki/Haudh-en-Elleth";"First Age";""Middle-earth","Rohan"";"1";"";""
"4";"HaudhEnNdengin";"Haudh-en-Ndengin";"Haudh-en-Ndengin";"Hill of the Slain";"Hill";"http://tolkiengateway.net/wiki/Hill_of_the_Slain";"First Age";""Middle-earth","Beleriand"";"1";"Ted Nasmith";""
"1";"HaudhInGwanur";"Haudh in Gwanûr";"Haudh in Gwanur";"";"Place";"http://tolkiengateway.net/wiki/Haudh_in_Gwan%C3%BBr";"Third Age";""Middle-earth","Gondor"";"1";"";""
"2";"HavensOfSirion";"Havens of Sirion";"Havens of Sirion";"";"City";"http://tolkiengateway.net/wiki/Mouths_of_Sirion";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Haysend";"Haysend";"Haysend";"";"Village";"http://tolkiengateway.net/wiki/Haysend";"Third Age";""Middle-earth","The Shire"";"1";"";""
"5";"Helcaraxe";"Helcaraxë";"Helcaraxe";"";"Region";"http://tolkiengateway.net/wiki/Helcarax%C3%AB";"First Age";""Middle-earth","Aman"";"1";"Ted Nasmith";""
"3";"Helevorn";"Helevorn";"Helevorn";"";"Lake";"http://tolkiengateway.net/wiki/Helevorn";"First Age";""Middle-earth","Beleriand"";"1";"Peter Xavier Price";""
"7";"HelmsDeep";"Helm's Deep";"Helm's Deep";"Hornburg";"Stronghold";"http://tolkiengateway.net/wiki/Helm%27s_Deep";"Third Age";""White Mountains","Middle-earth"";"1";"";""
"3";"HelmsDike";"Helm's Dike";"Helm's Dike";"";"Region";"http://tolkiengateway.net/wiki/Helm%27s_Dike";"First Age";""Middle-earth","Rohan"";"2";"";""
"4";"HennethAnnun";"Henneth Annûn";"Henneth Annun";"";"Place";"http://tolkiengateway.net/wiki/Henneth_Ann%C3%BBn";"Third Age";""Middle-earth","Gondor"";"1";"Ted Nasmith";""
"2";"HighHallow";"High Hallow";"High Hallow";"";"Field";"http://tolkiengateway.net/wiki/High_Hallow";"Third Age";""Middle-earth","Gondor"";"2";"";""
"2";"HighHay";"High Hay";"High Hay";"";"Hedge";"http://tolkiengateway.net/wiki/High_Hay";"Third Age";""Middle-earth","The Shire"";"1";"Matěj Čadil";""
"3";"Hildorien";"Hildórien";"Hildorien";"";"Region";"http://tolkiengateway.net/wiki/Hild%C3%B3rien";"First Age";""Middle-earth","EasternLands"";"1";"";""
"2";"HillOfGuard";"Hill of Guard";"Hill of Guard";"Amon Tirith";"Hill";"http://tolkiengateway.net/wiki/Hill_of_Guard";"Third Age";""Middle-earth","Gondor"";"2";"";""
"2";"HillRoad";"Hill Road";"Hill Road";"";"Road";"http://tolkiengateway.net/wiki/Hill_Road";"Third Age";""Middle-earth","The Shire"";"2";"";""
"3";"HillsOfEvendim";"Hills of Evendim";"Hills of Evendim";"";"Hill Range";"http://tolkiengateway.net/wiki/Hills_of_Evendim";"Third Age";""Middle-earth","Eriador"";"1";"";""
"2";"HillsOfScary";"Hills of Scary";"Hills of Scary";"";"Hill Range";"http://tolkiengateway.net/wiki/Hills_of_Scary";"Third Age";""Middle-earth","The Shire"";"2";"";""
"5";"Himlad";"Himlad";"Himlad";"";"Region";"http://tolkiengateway.net/wiki/Himlad";"First Age";""Middle-earth","Beleriand"";"1";"Kasiopea";""
"4";"Himring";"Himring";"Himring";"";"Hill";"http://tolkiengateway.net/wiki/Himring";"First Age";""Middle-earth","Beleriand"";"1";"";""
"1";"Hisilome";"Hísilómë";"Hisilome";"";"Region";"http://tolkiengateway.net/wiki/H%C3%ADsil%C3%B3m%C3%AB";"First Age";""Middle-earth","Beleriand"";"2";"";""
"3";"HitherLands";"Hither Lands";"Hither Lands";"";"Region";"http://tolkiengateway.net/wiki/Hither_Lands";"First Age";"Middle-earth";"1";"";""
"5";"Hithlum";"Hithlum";"Hithlum";"";"Region";"http://tolkiengateway.net/wiki/Hithlum";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Hoarwell";"Hoarwell";"Hoarwell";"Mitheithel";"River";"http://tolkiengateway.net/wiki/Hoarwell";"Third Age";""Middle-earth","Eriador"";"1";"";""
"5";"Hobbiton";"Hobbiton";"Hobbiton";"";"Village";"http://tolkiengateway.net/wiki/Hobbiton";"Third Age";""Middle-earth","The Shire"";"2";"Matěj Čadil";""
"4";"HobbitonHill";"Hobbiton Hill";"Hobbiton Hill";"The Hill";"Hill";"http://tolkiengateway.net/wiki/Hobbiton_Hill";"Third Age";""Middle-earth","The Shire"";"2";"";""
"3";"HobbitonRoad";"Hobbiton Road";"Hobbiton Road";"";"Road";"http://tolkiengateway.net/wiki/Hobbiton_Road";"Third Age";""Middle-earth","The Shire"";"2";"";""
"1";"HollinRidge";"Hollin Ridge";"Hollin Ridge";"";"Mountain";"http://tolkiengateway.net/wiki/Hollin_Ridge";"Third Age";""Middle-earth","Eriador"";"2";"";""
"1";"Hornrock";"Hornrock";"Hornrock";"";"Mountain";"http://tolkiengateway.net/wiki/Hornrock";"First Age";""Middle-earth","Rohan"";"2";"";""
"1";"HouseHundredChimneys";"House of the Hundred Chimneys";"House of the Hundred Chimneys";"";"House";"http://tolkiengateway.net/wiki/House_of_the_Hundred_Chimneys";"First Age";""Aman","Tol Eressëa"";"2";"";""
"2";"HouseOfOrome";"House of Oromë";"House of Orome";"";"House";"http://tolkiengateway.net/wiki/House_of_Orom%C3%AB";"First Age";""Aman","Valinor"";"2";"";""
"2";"HouseOfRansom";"House of Ransom";"House of Ransom";""Bar-en-Nibin-noeg","Bar-en-Danwedh","Echad i Sedryn"";"House";"http://tolkiengateway.net/wiki/House_of_Ransom";"First Age";""Middle-earth","Beleriand"";"1";"";""
"1";"HouseOfTheMirdain";"House of the Mírdain";"House of the Mirdain";"";"House";"http://tolkiengateway.net/wiki/House_of_the_M%C3%ADrdain";"Third Age";""Middle-earth","Eriador"";"2";"";""
"2";"HouseOfTulkas";"House of Tulkas";"House of Tulkas";"";"House";"http://tolkiengateway.net/wiki/House_of_Tulkas";"First Age";""Aman","Valinor"";"2";"";""
"3";"HurinsHouse";"Húrin's House";"Hurin's House";"";"House";"http://tolkiengateway.net/wiki/H%C3%BArin";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"HutsOfTheRaftElves";"Huts of the raft-elves";"Huts of the raft-elves";"";"City";"http://tolkiengateway.net/wiki/Huts_of_the_raft-elves";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"2";"Hyarastorni";"Hyarastorni";"Hyarastorni";"";"Region";"http://tolkiengateway.net/wiki/Hyarastorni";"Second Age";""Middle-earth","Númenor"";"1";"";""
"4";"Hyarmentir";"Hyarmentir";"Hyarmentir";"";"Mountain";"http://tolkiengateway.net/wiki/Hyarmentir";"First Age";"Aman";"1";"";""
"3";"Hyarnustar";"Hyarnustar";"Hyarnustar";"";"Region";"http://tolkiengateway.net/wiki/Hyarnustar";"Second Age";""Middle-earth","Númenor"";"1";"";""
"2";"Hyarrostar";"Hyarrostar";"Hyarrostar";"";"Region";"http://tolkiengateway.net/wiki/Hyarrostar";"Second Age";""Middle-earth","Númenor"";"1";"";""
"2";"IantIaur";"Iant Iaur";"Iant Iaur";"";"Bridge";"http://tolkiengateway.net/wiki/Iant_Iaur";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"IcebayOfForochel";"Icebay of Forochel";"Icebay of Forochel";"";"Bay";"http://tolkiengateway.net/wiki/Icebay_of_Forochel";"Second Age";""Middle-earth","Eriador"";"1";"";""
"2";"IdrilsSecretWay";"Idril's secret way";"Idril's secret way";"";"Place";"http://tolkiengateway.net/wiki/Idril%27s_secret_way";"First Age";""Middle-earth","Gondolin"";"2";"";""
"1";"ImlothMelui";"Imloth Melui";"Imloth Melui";"";"Valley";"http://tolkiengateway.net/wiki/Imloth_Melui";"Third Age";""Middle-earth","Gondor"";"2";"";""
"3";"Ilmarin";"Ilmarin";"Ilmarin";"";"House";"http://tolkiengateway.net/wiki/Ilmarin";"First Age";""Aman","Valinor"";"2";"Ralph Damiani";""
"1";"Irensaga";"Írensaga";"Irensaga";"";"Mountain";"http://tolkiengateway.net/wiki/%C3%8Drensaga";"Third Age";""White Mountains","Middle-earth"";"1";"";""
"5";"IronHills";"Iron Hills";"Iron Hills";"";"Mountain Range";"http://tolkiengateway.net/wiki/Iron_Hills";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"4";"IronMountains";"Iron Mountains";"Iron Mountains";"Ered Engrin";"Mountain Range";"http://tolkiengateway.net/wiki/Iron_Mountains";"First Age";""Middle-earth","Beleriand"";"1";"";""
"4";"Isen";"Isen";"Isen";"";"River";"http://tolkiengateway.net/wiki/Isen";"Third Age";""Middle-earth","Rohan"";"1";"Šárka Škorpíková";""
"7";"Isengard";"Isengard";"Isengard";"";"Stronghold";"http://tolkiengateway.net/wiki/Isengard";"Third Age";""Misty Mountains","Middle-earth"";"1";"Ted Nasmith";""
"5";"IsleOfBalar";"Isle of Balar";"Isle of Balar";"";"Island";"http://tolkiengateway.net/wiki/Isle_of_Balar";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"IsleOfEste";"Isle of Estë";"Isle of Este";"";"Island";"http://en.wikipedia.org/wiki/Valinor";"First Age";""Middle-earth","Aman"";"1";"";""
"5";"Ithilien";"Ithilien";"Ithilien";"";"Region";"http://tolkiengateway.net/wiki/Ithilien";"Third Age";""Middle-earth","Gondor"";"2";"Anke Eissmann";""
"2";"IvyBush";"Ivy Bush";"Ivy Bush";"";"House";"http://tolkiengateway.net/wiki/Ivy_Bush";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Kalorme";"Kalormë";"Kalorme";"";"Mountain";"http://tolkiengateway.net/wiki/Kalorm%C3%AB";"First Age";"Arda";"1";"";""
"3";"Khand";"Khand";"Khand";"";"Region";"http://tolkiengateway.net/wiki/Khand";"Third Age";""Southern lands","Middle-earth"";"1";"";""
"1";"KibilNala";"Kibil-nâla";"Kibil-nala";"";"River";"http://tolkiengateway.net/wiki/Kibil-n%C3%A2la";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"3";"KingdomOfDale";"Kingdom of Dale";"Kingdom of Dale";"";"Region";"http://tolkiengateway.net/wiki/Kingdom_of_Dale";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"2";"KingsCourt";"King's Court";"King's Court";"";"House";"http://tolkiengateway.net/wiki/King%27s_Court";"Third Age";""Middle-earth","Númenor"";"2";"";""
"1";"KingsHouse";"King's House";"King's House";"";"House";"http://tolkiengateway.net/wiki/King%27s_House";"Third Age";""Middle-earth","Gondor"";"2";"";""
"3";"Kingsland";"Kingsland";"Kingsland";"";"Region";"http://tolkiengateway.net/wiki/Kingsland";"Third Age";""Middle-earth","Númenor"";"2";"";""
"2";"Kortirion";"Kortirion";"Kortirion";"";"City";"http://tolkiengateway.net/wiki/Kortirion";"First Age";""Aman","Tol Eressëa"";"1";"";""
"5";"Ladros";"Ladros";"Ladros";"";"Region";"http://tolkiengateway.net/wiki/Ladros";"First Age";""Middle-earth","Beleriand"";"1";"Marya Filatova";""
"2";"Lairelosse";"Lairelossë";"Lairelosse";"";"Tree";"http://tolkiengateway.net/wiki/Laireloss%C3%AB";"Third Age";""Middle-earth","Númenor"";"2";"";""
"3";"LakeEvendim";"Lake Evendim";"Lake Evendim";"Nenuial";"Lake";"http://tolkiengateway.net/wiki/Lake_Evendim";"Third Age";""Middle-earth","Eriador"";"2";"";""
"4";"LakeMithrim";"Lake Mithrim";"Lake Mithrim";"";"Lake";"http://tolkiengateway.net/wiki/Lake_Mithrim";"First Age";""Middle-earth","Beleriand"";"1";"";""
"6";"LakeTown";"Lake-town";"Lake-town";"Esgaroth";"City";"http://tolkiengateway.net/wiki/Lake-town";"Third Age";""Middle-earth","Rhovanion"";"1";"Matěj Čadil";""
"2";"Lamedon";"Lamedon";"Lamedon";"";"Region";"http://tolkiengateway.net/wiki/Lamedon";"Third Age";""Middle-earth","Gondor"";"1";"";""
"3";"Lammoth";"Lammoth";"Lammoth";"";"Region";"http://tolkiengateway.net/wiki/Lammoth";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Langwell";"Langwell";"Langwell";"";"River";"http://tolkiengateway.net/wiki/Langwell";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"2";"LanthirLamath";"Lanthir Lamath";"Lanthir Lamath";"";"Waterfall";"http://tolkiengateway.net/wiki/Lanthir_Lamath";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"3";"LastBridge";"Last Bridge";"Last Bridge";"";"Bridge";"http://tolkiengateway.net/wiki/Last_Bridge";"Third Age";""Middle-earth","Arnor"";"1";"";""
"2";"LastDesert";"Last Desert";"Last Desert";"";"Desert";"http://tolkiengateway.net/wiki/Last_Desert";"Third Age";""Middle-earth","EasternLands"";"2";"";""
"4";"Laurelin";"Laurelin";"Laurelin";"";"Tree";"http://tolkiengateway.net/wiki/Laurelin";"First Age";""Aman","Valinor"";"1";"Ralph Damiani";""
"2";"Laurinque";"Laurinquë";"Laurinque";"";"Tree";"http://tolkiengateway.net/wiki/Laurinqu%C3%AB";"Third Age";""Middle-earth","Númenor"";"2";"";""
"2";"Lavaralda";"Lavaralda";"Lavaralda";"";"Tree";"http://tolkiengateway.net/wiki/Lavaralda";"Third Age";""Middle-earth","Númenor"";"2";"";""
"1";"Lebennin";"Lebennin";"Lebennin";"";"Region";"http://tolkiengateway.net/wiki/Lebennin";"Third Age";""Middle-earth","Gondor"";"1";"";""
"2";"Lefnui";"Lefnui";"Lefnui";"";"Region";"http://tolkiengateway.net/wiki/Lefnui";"Third Age";""Middle-earth","Gondor"";"1";"";""
"3";"Legolin";"Legolin";"Legolin";"";"River";"http://tolkiengateway.net/wiki/Legolin";"First Age";""Middle-earth","Gondor"";"1";"";""
"4";"Lhun";"Lhûn";"Lhun";"";"River";"http://tolkiengateway.net/wiki/Lh%C3%BBn";"Third Age";""Middle-earth","Lindon"";"1";"";""
"2";"Limlight";"Limlight";"Limlight";"";"River";"http://tolkiengateway.net/wiki/Limlight";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"4";"Linaewen";"Linaewen";"Linaewen";"";"Lake";"http://tolkiengateway.net/wiki/Linaewen";"First Age";""Middle-earth","Beleriand"";"1";"";""
"5";"Lindon";"Lindon";"Lindon";"";"Region";"http://tolkiengateway.net/wiki/Lindon";"Second Age";""Middle-earth","Lindon"";"1";"Matěj Čadil";""
"2";"Linhir";"Linhir";"Linhir";"";"City";"http://tolkiengateway.net/wiki/Linhir";"Third Age";""Middle-earth","Gondor"";"1";"";""
"2";"Lisgardh";"Lisgardh";"Lisgardh";""Havens of Sirion";"Mouths of Sirion"";"Moor";"http://tolkiengateway.net/wiki/Lisgardh";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Lithlad";"Lithlad";"Lithlad";"";"Region";"http://tolkiengateway.net/wiki/Lithlad";"Third Age";""Middle-earth","Mordor"";"1";"";""
"2";"LittleDelving";"Little Delving";"Little Delving";"";"Village";"http://tolkiengateway.net/wiki/Little_Delving";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"LittleGelion";"Little Gelion";"Little Gelion";"";"River";"http://tolkiengateway.net/wiki/Little_Gelion";"Third Age";""Middle-earth","Beleriand"";"1";"";""
"2";"LittleLune";"Little Lune";"Little Lune";"";"River";"http://tolkiengateway.net/wiki/Little_Lune";"Third Age";""Middle-earth","Lindon"";"2";"";""
"2";"Lockholes";"Lockholes";"Lockholes";"";"Cave";"http://tolkiengateway.net/wiki/Lockholes";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"LondDaer";"Lond Daer";"Lond Daer";"";"Harbour";"http://tolkiengateway.net/wiki/Lond_Daer";"Third Age";""Middle-earth","Eriador"";"2";"";""
"3";"LoneLands";"Lone-lands";"Lone-lands";"";"Region";"http://tolkiengateway.net/wiki/Lone-lands";"Third Age";""Middle-earth","Eriador"";"2";"";""
"6";"LonelyMountain";"Lonely Mountain";"Lonely Mountain";"Erebor";"Mountain";"http://tolkiengateway.net/wiki/Lonely_Mountain";"Third Age";""Middle-earth","Rhovanion"";"1";"Ted Nasmith";""
"2";"Longbottom";"Longbottom";"Longbottom";"";"Village";"http://tolkiengateway.net/wiki/Longbottom";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"LongCleeve";"Long Cleeve";"Long Cleeve";"";"Village";"http://tolkiengateway.net/wiki/Long_Cleeve";"Third Age";""Middle-earth","The Shire"";"2";"";""
