significance;uniquename;name;searchname;altname;location;gender;born;died;gatewaylink;race;illustrator;placeholder
"4";"ecthelion1";"Ecthelion I";"Ecthelion I";"Ruling Steward";"Gondor";"male";"T.A. 2600 ";"T.A. 2698 (aged 98)";"http://tolkiengateway.net/wiki/Ecthelion_I";"Gondorian";"";""
"3";"ecthelion2";"Ecthelion II";"Ecthelion II";"Ruling Steward";"Gondor";"male";"T.A. 2886 ";"T.A. 2984 (aged 98)";"http://tolkiengateway.net/wiki/Ecthelion_II";"Gondorian";"";""
"2";"egalmoth";"Egalmoth";"Egalmoth";"of the Heavenly Arch";"Gondolin";"male";"";"F.A. 538,Mouths of Sirion in the Third Kinslaying[1]";"http://tolkiengateway.net/wiki/Egalmoth";"Noldo";"";""
"2";"egalmothStewardOfGondor";"Egalmoth (Steward of Gondor)";"Egalmoth (Steward of Gondor)";"Ruling Steward";"Gondor";"male";"T.A. 2626 ";"T.A. 2743 (aged 117)";"http://tolkiengateway.net/wiki/Egalmoth_%28Steward_of_Gondor%29";"Gondorian";"";""
"2";"eglantineBanks";"Eglantine Banks";"Eglantine Banks";"";"Great Smials";"female";"";"";"http://tolkiengateway.net/wiki/Eglantine_Banks";"Hobbit";"";""
"4";"eilinel";"Eilinel";"Eilinel";"the White";"";"female";"";"";"http://tolkiengateway.net/wiki/Eilinel";"Adan";"";""
"2";"elanorGardner";"Elanor Gardner";"Elanor Gardner";"";""Bag End","Hobbiton","Undertowers"";"female";"25 March T.A. 3021 ";"";"http://tolkiengateway.net/wiki/Elanor_Gardner";"Hobbit";"";""
"3";"elatan";"Elatan";"Elatan";"";""Andúnië","Númenor"";"male";"Before S.A. 630,Númenor";"";"http://tolkiengateway.net/wiki/Elatan";"Númenórean";"";""
"2";"elboron";"Elboron";"Elboron";""Prince of Ithilien","Steward of Gondor"";""Ithilien","Gondor"";"male";"";"";"http://tolkiengateway.net/wiki/Elboron";"Gondorian";"Anke Eissmann";""
"3";"eldacarKingOfArnor";"Eldacar (King of Arnor)";"Eldacar (King of Arnor)";"King of Arnor";"Arnor";"male";"T.A. 87 ";"T.A. 339 (aged 252)";"http://tolkiengateway.net/wiki/Eldacar_%28King_of_Arnor%29";"Arnorian";"";""
"3";"eldacarKingOfGondor";"Eldacar (King of Gondor)";"Eldacar (King of Gondor)";""Vinitharya","King of Gondor"";"Gondor";"male";"T.A. 1255,Rhovanion";"T.A. 1490 (aged 235)";"http://tolkiengateway.net/wiki/Eldacar_%28King_of_Gondor%29";"Gondorian";"";""
"4";"eldarion";"Eldarion";"Eldarion";"King of the Reunited Kingdom";"Gondor and Arnor";"male";"";"";"http://tolkiengateway.net/wiki/Eldarion";"Gondorian";"Anna Kulisz";""
"2";"elemmakil";"Elemmakil";"Elemmakil";"";"Gondolin";"male";"";"";"http://tolkiengateway.net/wiki/Elemmakil";"Noldo";"";""
"8";"elendil";"Elendil";"Elendil";""Nimruzîr","The Tall","The Fair","The Faithful"";""Rómenna","Númenor","Arnor","Gondor"";"male";"S.A. 3119,Númenor";"S.A. 3441 (aged 322),During Siege of Barad-dûr";"http://tolkiengateway.net/wiki/Elendil";"Númenórean";"";""
"2";"elendurSonOfIsildur";"Elendur (son of Isildur)";"Elendur (son of Isildur)";"";"Two Kingdoms";"male";"S.A. 3299,Rómenna, Númenor";"T.A. 2 (aged 144),Battle of the Gladden Fields";"http://tolkiengateway.net/wiki/Elendur_%28son_of_Isildur%29";"Númenórean";"";""
"2";"elendurKingOfArnor";"Elendur (King of Arnor)";"Elendur (King of Arnor)";"King of Arnor";"Arnor";"male";"T.A. 552 ";"T.A. 777 (aged 225)";"http://tolkiengateway.net/wiki/Elendur_%28King_of_Arnor%29";"Arnorian";"";""
"4";"elenwe";"Elenwë";"Elenwe";"";"Tirion";"female";"";"Y.T. 1500,Helcaraxë";"http://tolkiengateway.net/wiki/Elenw%C3%AB";"Vanya";"Marya Filatova";""
"2";"elfhild";"Elfhild";"Elfhild";"";"Rohan";"female";"";"";"http://tolkiengateway.net/wiki/Elfhild";"Rohir";"";""
"2";"elfstanFairbairn";"Elfstan Fairbairn";"Elfstan Fairbairn";"";"Undertowers";"male";"S.R. 1454";"";"http://tolkiengateway.net/wiki/Elfstan_Fairbairn";"Hobbit";"";""
"3";"elfwine";"Elfwine";"Elfwine";""the Fair","King of Rohan"";"Rohan";"male";"Early Fourth Age ";"Fo.A. 63";"http://tolkiengateway.net/wiki/Elfwine";"Rohir";"";""
"2";"elladan";"Elladan";"Elladan";"";"Rivendell";"male";"T.A. 130";"";"http://tolkiengateway.net/wiki/Elladan";"Half-Elf";"Anna Kulisz";""
"5";"elmo";"Elmo";"Elmo";"";"";"male";" Cuiviénen";"";"http://tolkiengateway.net/wiki/Elmo";"Teleri";"";""
"2";"elrohir";"Elrohir";"Elrohir";"";"Rivendell";"male";"T.A. 130";"";"http://tolkiengateway.net/wiki/Elrohir";"Half-Elf";"";""
"3";"elros";"Elros";"Elros";""Tar-Minyatur","King of Númenor"";"Númenor";"male";"F.A. 532,Havens of Sirion, Beleriand";"S.A. 442 (aged 500),Númenor ";"http://tolkiengateway.net/wiki/Elros";"Half-Elf";"";""
"2";"eltas";"Eltas";"Eltas";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Eltas";"Man";"";""
"1";"elured";"Eluréd";"Elured";"";"Doriath";"male";"F.A. 500,near Lanthir Lamath";"F.A. 506 (aged 6),Menegroth, in Sack of Doriath";"http://tolkiengateway.net/wiki/Elur%C3%A9d";"Half-Elf";"";""
"1";"elphir";"Elphir";"Elphir";"Prince of Dol Amroth";""Dol Amroth","Gondor"";"male";"T.A. 2987 ";"Fo.A. 67 (aged 101)";"http://tolkiengateway.net/wiki/Elphir";"Gondorian";"";""
"8";"elrond";"Elrond";"Elrond";""Elrond Peredhel","Master Elrond","Lord of Imladris"";""Lindon","Rivendell"";"male";"F.A. 532,Havens of Sirion";"29 September, T.A. 3021,Grey Havens";"http://tolkiengateway.net/wiki/Elrond";"Half-Elf";"Soni Alcorn-Hender";""
"2";"elurin";"Elurín";"Elurin";"";"Doriath";"male";"c. F.A. 500,near Lanthir Lamath";"c. F.A. 506 (aged 6),Menegroth, in Sack of Doriath";"http://tolkiengateway.net/wiki/Elur%C3%ADn";"Half-Elf";"";""
"4";"elwing";"Elwing";"Elwing";"";""Havens of Sirion","Eldamar"";"female";"F.A. 503,near Lanthir Lamath";"";"http://tolkiengateway.net/wiki/Elwing";"Half-Elf";"Šárka Škorpíková";""
"1";"emeldir";"Emeldir";"Emeldir";"the Manhearted";"";"female";"F.A. 406 ";"";"http://tolkiengateway.net/wiki/Emeldir";"Adan";"";""
"2";"enel";"Enel";"Enel";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Enel";"Teleri";"";""
"2";"enelye";"Enelyë";"Enelye";"";"";"female";"";"";"http://tolkiengateway.net/wiki/Enely%C3%AB";"Teleri";"";""
"1";"enthor";"Enthor";"Enthor";"";"Brethil";"male";"";"";"http://tolkiengateway.net/wiki/Enthor";"Adan";"";""
"1";"eofor";"Eofor";"Eofor";"";"Rohan";"male";"";"After T.A. 2544 ";"http://tolkiengateway.net/wiki/Eofor";"Rohir";"";""
"3";"eol";"Eöl";"Eol";""Dark Elf"";"Nan Elmoth";"male";"During Y.T. ";"F.A. 400, Gondolin";"http://tolkiengateway.net/wiki/E%C3%B6l";"Sinda";"Anna Kulisz";""
"6";"eomer";"Éomer";"Eomer";""Éadig","King of Rohan"";"Rohan";"male";"T.A. 2991 ";"Fo.A. 63 (aged 93)";"http://tolkiengateway.net/wiki/%C3%89omer";"Rohir";"Soni Alcorn-Hender";""
"5";"eomund";"Éomund";"Eomund";"Lord of Aldburg";"Rohan";"male";"";"T.A. 3002,Emyn Muil";"http://tolkiengateway.net/wiki/%C3%89omund";"Rohir";"";""
"4";"eonwe";"Eönwë";"Eonwe";"";"";"male";"";"";"http://tolkiengateway.net/wiki/E%C3%B6nw%C3%AB";Maia;"Šárka Škorpíková";""
"4";"eorl";"Eorl";"Eorl";""the Young","Lord of the Éothéod","King of Rohan"";"";"male";"T.A. 2485 ";"T.A. 2545 (aged 60),The Wold";"http://tolkiengateway.net/wiki/Eorl";"Rohir";"Jan Pospíšil";""
"3";"eothain";"Éothain";"Eothain";"";"";"male";"Late Third Age ";"";"http://tolkiengateway.net/wiki/%C3%89othain";"Rohir";"";""
"6";"eowyn";"Éowyn";"Eowyn";""Dernhelm","White Lady of Rohan","Lady of the Shield-arm"";""Rohan","Ithilien"";"female";"T.A. 2995";"Early Fourth Age";"http://tolkiengateway.net/wiki/%C3%89owyn";"Rohir";"Līga Kļaviņa";""
"2";"eradan";"Eradan";"Eradan";"Ruling Steward";"Gondor";"male";"T.A. 1999 ";"T.A. 2116 (aged 117)";"http://tolkiengateway.net/wiki/Eradan";"Gondorian";"";""
"2";"erchirion";"Erchirion";"Erchirion";"";""Dol Amroth","Gondor"";"male";"T.A. 2990 ";"Early Fourth Age ";"http://tolkiengateway.net/wiki/Erchirion";"Gondorian";"";""
"2";"erellont";"Erellont";"Erellont";"";"";"";"";"";"http://tolkiengateway.net/wiki/Erellont";"";"";""
"2";"erendis";"Erendis";"Erendis";""Tar-Elestirnë","Lady of the Westlands"";"Númenor";"female";"S.A. 771 ";"S.A. 985 (aged 214),Rómenna";"http://tolkiengateway.net/wiki/Erendis";"Númenórean";"";""
"2";"erestor";"Erestor";"Erestor";"";"Rivendell";"male";"";"";"http://tolkiengateway.net/wiki/Erestor";"Noldo";"";""
"2";"eriol";"Eriol";"Eriol";"";"";"";"";"";"http://tolkiengateway.net/wiki/Eriol";"";"";""
"2";"erling";"Erling";"Erling";"";"Hobbiton";"male";"S.R. 1254";"";"http://tolkiengateway.net/wiki/Erling";"Hobbit";"";""
"3";"erkenbrand";"Erkenbrand";"Erkenbrand";"Lord of Westfold";"Rohan";"male";"";"";"http://tolkiengateway.net/wiki/Erkenbrand";"Rohir";"";""
"9";"eru";"Eru Ilúvatar";"Eru Iluvatar";""Father of All","The All High","The One","He that is alone","Ilúvatar"";"";"male";"";"";"http://tolkiengateway.net/wiki/Iluvatar";"God";"Ted Nasmith";""
"2";"esmeraldaTook";"Esmeralda Took";"Esmeralda Took";"";""Brandy Hall","Buckland"";"female";"S.R. 1336";"";"http://tolkiengateway.net/wiki/Esmeralda_Took";"Hobbit";"";""
"6";"este";"Estë";"Este";""Îdh","Eord"";"Lórellin";"female";"";"";"http://tolkiengateway.net/wiki/Est%C3%AB";"Vala";"Shyangell";""
"2";"estellaBolger";"Estella Bolger";"Estella Bolger";"";"The Shire";"female";"S.R. 1385";"";"http://tolkiengateway.net/wiki/Estella_Brandybuck";"Hobbit";"";""
"2";"everardTook";"Everard Took";"Everard Took";"";"Tuckborough";"male";"S.R. 1380";"";"http://tolkiengateway.net/wiki/Everard_Took";"Hobbit";"";""
"2";"falathar";"Falathar";"Falathar";"";"";"";"";"";"http://tolkiengateway.net/wiki/Falathar";"";"";""
"2";"falcoChubbBaggins";"Falco Chubb-Baggins";"Falco Chubb-Baggins";"";"The Shire";"male";"S.R. 1303";"S.R. 1399 (aged 96)";"http://tolkiengateway.net/wiki/Falco_Chubb-Baggins";"Hobbit";"";""
"2";"fangluin";"Fangluin";"Fangluin";"";"Nogrod";"male";"First Age";"";"http://tolkiengateway.net/wiki/Fangluin";"Dwarf";"";""
"7";"faramir";"Faramir";"Faramir";""Steward of Gondor","Prince of Ithilien"";""Ithilien","Gondor"";"male";"T.A. 2983 ";"Fo.A. 82 (aged 120)";"http://tolkiengateway.net/wiki/Faramir";"Gondorian";"Grant Gould";""
"2";"faramirSonOfOndoher";"Faramir (son of Ondoher)";"Faramir (son of Ondoher)";"";"Gondor";"male";"Before T.A. 1896";"T.A. 1944,Disaster of the Morannon";"http://tolkiengateway.net/wiki/Faramir_%28son_of_Ondoher%29";"Gondorian";"";""
"2";"faramirTook1";"Faramir Took I";"Faramir Took I";"Thain";""Great Smials","Tuckborough"";"male";"";"";"http://tolkiengateway.net/wiki/Faramir_Took_I";"Hobbit";"";""
"2";"farin";"Farin";"Farin";"";""Grey Mountains","Lonely Mountain","Thorin's Halls"";"male";"T.A. 2560 Grey Mountains";"T.A. 2803 (aged 243)";"http://tolkiengateway.net/wiki/Farin";"Dwarf";"";""
"2";"farmerCotton";"Farmer Cotton";"Farmer Cotton";""Tom","Farmer Cotton"";"Bywater";"male";"S.R. 1341";"S.R. 1440 (aged 99)";"http://tolkiengateway.net/wiki/Tolman_Cotton_Senior";"Hobbit";"";""
"4";"farmerMaggot";"Farmer Maggot";"Farmer Maggot";"";""Bamfurlong","the Marish"";"male";"";"";"http://tolkiengateway.net/wiki/Farmer_Maggot";"Hobbit";"NOLANOS";""
"2";"fastolphBolger";"Fastolph Bolger";"Fastolph Bolger";"";"The Shire";"male";"S.R. 1210";"";"http://tolkiengateway.net/wiki/Fastolph_Bolger";"Hobbit";"";""
"2";"fastredOfGreenholm";"Fastred of Greenholm";"Fastred of Greenholm";"";""Greenholm","Westmarch","Undertowers"";"male";"";"";"http://tolkiengateway.net/wiki/Fastred_of_Greenholm";"Hobbit";"";""
"2";"fastredSonOfFolcwine";"Fastred (son of Folcwine)";"Fastred (son of Folcwine)";"";"Rohan";"male";"before T.A. 2870 ";"T.A. 2885.Crossings of Poros";"http://tolkiengateway.net/wiki/Fastred_%28son_of_Folcwine%29";"Rohir";"";""
"3";"feanor";"Fëanor";"Feanor";""Curufinwë","Fëanáro"";"Tirion in Valinor";"male";"Y.T. 1169 Tirion";"Y.T. 1497 (aged 328 Y.T./3142 years)";"http://tolkiengateway.net/wiki/F%C3%ABanor";"Noldo";"NOLANOS";""
"4";"fengel";"Fengel";"Fengel";"King of Rohan";"Rohan";"male";"T.A. 2870 ";"T.A. 2953 (aged 83)";"http://tolkiengateway.net/wiki/Fengel";"Rohir";"";""
"3";"ferumbrasTook2";"Ferumbras Took II";"Ferumbras Took II";"";""Great Smials","Tuckborough"";"male";"S.R. 1101";"S.R. 1201 (aged 100)";"http://tolkiengateway.net/wiki/Ferumbras_Took_II";"Hobbit";"";""
"2";"ferumbrasTook3";"Ferumbras Took III";"Ferumbras Took III";"Thain";"Great Smials";"male";"S.R. 1316";"S.R. 1415 (aged 99)";"http://tolkiengateway.net/wiki/Ferumbras_Took_III";"Hobbit";"";""
"5";"fili";"Fíli";"Fili";"";"Thorin's Halls";"male";"T.A. 2859 Ered Luin";"T.A. 2941 (aged 82) Battle of Five Armies";"http://tolkiengateway.net/wiki/F%C3%ADli";"Dwarf";"Janka Latečková";""
"2";"filibertBolger";"Filibert Bolger";"Filibert Bolger";"";"The Shire";"male";"S.R. 1342";"S.R. 1443 (aged 101)";"http://tolkiengateway.net/wiki/Filibert_Bolger";"Hobbit";"";""
"1";"fimbrethil";"Fimbrethil";"Fimbrethil";"Wandlimb";"";"female";"";"";"http://tolkiengateway.net/wiki/Fimbrethil";"Ent";"";""
"2";"finarfin";"Finarfin";"Finarfin";""Arafinwë","Ingoldo"";"Tirion";"male";"Y.T. 1230, Tirion";"Y.T. 1495";"http://tolkiengateway.net/wiki/Finarfin";"Noldo";"Līga Kļaviņa";""
"2";"findegil";"Findegil";"Findegil";"";"Gondor";"male";"Early Fourth Age ";"";"http://tolkiengateway.net/wiki/Findegil";"Gondorian";"";""
"1";"findis";"Findis";"Findis";"";"";"female";"";"";"http://tolkiengateway.net/wiki/Findis";"Noldo";"";""
"3";"finduilas";"Finduilas";"Finduilas";"Faelivrin";"Nargothrond";"female";"";"F.A. 495, Crossings of Teiglin";"http://tolkiengateway.net/wiki/Finduilas";"Noldo";"NOLANOS";""
"4";"finduilasWifeOfDenethor";"Finduilas (wife of Denethor)";"Finduilas (wife of Denethor)";"";"Gondor";"female";"T.A. 2950,Dol Amroth";"T.A. 2988 (aged 38),Minas Tirith";"http://tolkiengateway.net/wiki/Finduilas_%28wife_of_Denethor%29";"Gondorian";"";""
"5";"fingolfin";"Fingolfin";"Fingolfin";""Ñolofinwë","Aracáno"";""Tirion","Hithlum"";"male";"Y.T. 1190, Tirion";"F.A. 456 (aged 3426), Anfauglith";"http://tolkiengateway.net/wiki/Fingolfin";"Noldo";"NOLANOS";""
"4";"fingon";"Fingon";"Fingon";"High King of the Noldor";""Findekáno","Tirion","Dor-lómin"";"male";"During Years of the Trees, Tirion";"F.A. 472, Anfauglith in Nirnaeth Arnoediad";"http://tolkiengateway.net/wiki/Fingon";"Noldo";"Alaïs";""
"3";"finrod";"Finrod";"Finrod";""Findaráto/Artafinde","Ingoldo","Nóm or Nómin","Felagund"";""Tirion","Nargothrond"";"male";"After Y.T. 1280, Tirion";"F.A. 465, Tol-in-Gaurhoth";"http://tolkiengateway.net/wiki/Finrod";"Noldo";"Janka Latečková";""
"5";"finwe";"Finwë";"Finwe";""Ñoldóran","King of the Noldor"";"Tirion";"male";"Y.T. 1050 or later, Cuiviénen";"Y.T. 1495 (aged 445/4,293 years), Formenos";"http://tolkiengateway.net/wiki/Finw%C3%AB";"Noldo";"";""
"3";"firiel";"Fíriel";"Firiel";"Queen of Arthedain";""Gondor","Arthedain"";"female";"T.A. 1896 ";"";"http://tolkiengateway.net/wiki/F%C3%ADriel";"Gondorian";"";""
"2";"firielFairbairn";"Fíriel Fairbairn";"Firiel Fairbairn";"";"Westmarch";"female";"Fourth Age";"";"http://tolkiengateway.net/wiki/F%C3%ADriel_Fairbairn";"Hobbit";"";""
"2";"flambardTook";"Flambard Took";"Flambard Took";"";"Tuckborough";"male";"S.R. 1287";"S.R. 1389 (aged 102)";"http://tolkiengateway.net/wiki/Flambard_Took";"Hobbit";"";""
"1";"floi";"Flói";"Floi";"";""Lonely Mountain","Moria"";"male";"";"T.A. 2989 Dimrill Dale";"http://tolkiengateway.net/wiki/Fl%C3%B3i";"Dwarf";"";""
"2";"fluithuin";"Fluithuin";"Fluithuin";"Ulbandi";"";"male";"";"";"http://tolkiengateway.net/wiki/Ulbandi";"";"";""
"2";"folca";"Folca";"Folca";"King of Rohan";"Rohan";"male";"T.A. 2804 ";"T.A. 2864 (aged 60),Firienholt";"http://tolkiengateway.net/wiki/Folca";"Rohir";"";""
"2";"folcred";"Folcred";"Folcred";"";"Rohan";"male";"T.A. 2858 ";"T.A. 2885,Crossings of Poros";"http://tolkiengateway.net/wiki/Folcred";"Rohir";"";""
"2";"folcwine";"Folcwine";"Folcwine";"King of Rohan";"Rohan";"male";"T.A. 2830 ";"T.A. 2903 (aged 73)";"http://tolkiengateway.net/wiki/Folcwine";"Rohir";"";""
"2";"forlong";"Forlong";"Forlong";""the Fat","the Old"";"Gondor";"male";"";"March 15, T.A. 3019,Battle of the Pelennor Fields";"http://tolkiengateway.net/wiki/Forlong";"Gondorian";"Jan Pospíšil";""
"1";"forthwini";"Forthwini";"Forthwini";"Lord of the Éothéod";"Rhovanion";"male";"";"";"http://tolkiengateway.net/wiki/Forthwini";"Rohir";"";""
"3";"fortinbrasTook1";"Fortinbras Took I";"Fortinbras Took I";"Thain";""Great Smials","Tuckborough"";"male";"S.R. 1145";"S.R. 1248 (aged 103)";"http://tolkiengateway.net/wiki/Fortinbras_Took_I";"Hobbit";"";""
"2";"fortinbrasTook2";"Fortinbras Took II";"Fortinbras Took II";"Thain";""Great Smials","Tuckborough"";"male";"S.R. 1278";"S.R. 1380 (aged 102)";"http://tolkiengateway.net/wiki/Fortinbras_Took_II";"Hobbit";"";""
"3";"forweg";"Forweg";"Forweg";"";"";"male";"";"F.A. 485, Woods of Brethil";"http://tolkiengateway.net/wiki/Forweg";"Adan";"";""
"2";"foscoBaggins";"Fosco Baggins";"Fosco Baggins";"";"The Shire";"male";"S.R. 1264";"S.R. 1360 (aged 96)";"http://tolkiengateway.net/wiki/Fosco_Baggins";"Hobbit";"";""
"4";"fram";"Fram";"Fram";"Lord of the Éothéod";"";"male";"";"";"http://tolkiengateway.net/wiki/Fram";"Rohir";"";""
"2";"frar";"Frár";"Frar";"";""Lonely Mountain","Moria"";"male";"";"After 10 November T.A. 2994 Battle of the Second Hall, Moria";"http://tolkiengateway.net/wiki/Fr%C3%A1r";"Dwarf";"";""
"2";"frea";"Fréa";"Frea";"King of Rohan";"Rohan";"male";"T.A. 2570 ";"T.A. 2659 (aged 89)";"http://tolkiengateway.net/wiki/Fr%C3%A9a";"Rohir";"";""
"2";"frealaf";"Fréaláf";"Frealaf";""Hildeson","King of Rohan"";"Rohan";"male";"T.A. 2726 ";"T.A. 2798 (aged 72)";"http://tolkiengateway.net/wiki/Fr%C3%A9al%C3%A1f";"Rohir";"";""
"2";"freawine";"Fréawine";"Freawine";"King of Rohan";"Rohan";"male";"T.A. 2594 ";"T.A. 2680 (aged 86)";"http://tolkiengateway.net/wiki/Fr%C3%A9awine";"Rohir";"";""
"1";"freca";"Freca";"Freca";"";""Dunland","Rohan"";"male";"";"T.A. 2754,Edoras";"http://tolkiengateway.net/wiki/Freca";"";"";""
"2";"fredegarBolger";"Fredegar Bolger";"Fredegar Bolger";""Fatty"";"Budgeford";"male";"S.R. 1380";"";"http://tolkiengateway.net/wiki/Fredegar_Bolger";"Hobbit";"Francesco Amadio";""
"2";"frerin";"Frerin";"Frerin";"";"Lonely Mountain";"male";"T.A. 2751 Lonely Mountain";"T.A. 2799 (aged 48) Battle of Azanulbizar";"http://tolkiengateway.net/wiki/Frerin";"Dwarf";"";""
"8";"frodoBaggins";"Frodo Baggins";"Frodo Baggins";"The Halfling";""Brandy Hall","Buckland","Bag End","Hobbiton","Valinor"";"male";"22 September, T.A. 2968";"29 September, T.A. 3021 (aged 53),Grey Havens";"http://tolkiengateway.net/wiki/Frodo_Baggins";"Hobbit";"Lorraine Brevig";""
"2";"frodoGardner";"Frodo Gardner";"Frodo Gardner";"Frodo-lad";""Bag End","Hobbiton"";"male";"S.R. 1423";"";"http://tolkiengateway.net/wiki/Frodo_Gardner";"Hobbit";"";""
"2";"fror";"Frór";"Fror";"";"Grey Mountains";"male";"T.A. 2552 ";"T.A. 2589 (aged 37) Dáin's halls, Grey Mountains";"http://tolkiengateway.net/wiki/Fr%C3%B3r";"Dwarf";"";""
"2";"frumgar";"Frumgar";"Frumgar";"Lord of the Éothéod";"North-west Rhovanion";"male";"fl. T.A. 1977";"";"http://tolkiengateway.net/wiki/Frumgar";"Rohir";"";""
"1";"fuinur";"Fuinur";"Fuinur";"";""Númenor","Umbar"";"male";"Late Second Age ";"";"http://tolkiengateway.net/wiki/Fuinur";"Númenórean";"";""
"2";"fundin";"Fundin";"Fundin";"";"Lonely Mountain";"male";"T.A. 2662";"T.A. 2799 (aged 137) Battle of Azanulbizar";"http://tolkiengateway.net/wiki/Fundin";"Dwarf";"";""
"2";"gafferGamgee";"Gaffer Gamgee";"Gaffer Gamgee";""Hamfast Gamgee","Gaffer","Old Gamgee","Ranugad Galbasi"";"Hobbiton";"male";"S.R. 1326";"S.R. 1428 (aged 102)";"http://tolkiengateway.net/wiki/Gaffer_Gamgee";"Hobbit";"";""
"2";"galadhon";"Galadhon";"Galadhon";"";"Doriath";"male";"";"";"http://tolkiengateway.net/wiki/Galadhon";"Sinda";"";""
"1";"galador";"Galador";"Galador";"Prince of Dol Amroth";"Dol Amroth";"male";"T.A. 2004 ";"T.A. 2129 (aged 125)";"http://tolkiengateway.net/wiki/Galador";"Half-Elf";"";""
"8";"galadriel";"Galadriel";"Galadriel";""Artanis","NerwenmAlatáriel"";""Tirion","Lindon","Eregion","Lothlórien"";"female";"Y.T. 1362,Tirion";"";"http://tolkiengateway.net/wiki/Galadriel";"Noldo";"Matt Stewart";""
"2";"galathilion";"Galathilion";"Galathilion";"White Tree";"";"";"";"";"http://tolkiengateway.net/wiki/Galathilion";"";"";""
"1";"galathil";"Galathil";"Galathil";"";"Doriath";"male";"";"";"http://tolkiengateway.net/wiki/Galathil";"Sinda";"";""
"1";"galdor";"Galdor";"Galdor";""the Tall","Lord of Dor-lómin"";"";"male";"F.A. 417 ";"F.A. 462 (aged 45),Eithel Sirion";"http://tolkiengateway.net/wiki/Galdor_of_Dor-l%C3%B3min";"Adan";"";""
"2";"galion";"Galion";"Galion";"";""Elvenking's Halls","Woodland Realm"";"male";"";"";"http://tolkiengateway.net/wiki/Galion";"Nando";"";""
"1";"galmod";"Gálmód";"Galmod";"";"";"male";"Late Third Age ";"";"http://tolkiengateway.net/wiki/G%C3%A1lm%C3%B3d";"Rohir";"";""
"1";"gamilZirak";"Gamil Zirak";"Gamil Zirak";"";"Nogrod";"male";"";"";"http://tolkiengateway.net/wiki/Gamil_Zirak";"Dwarf";"";""
"4";"gamling";"Gamling";"Gamling";"Gamling the Old";"Rohan";"male";"";"Late Third Age ";"http://tolkiengateway.net/wiki/Gamling";"Rohir";"";""
"9";"gandalf";"Gandalf";"Gandalf";""Olórin","Mithrandir","Incánus","Tharkûn","Greyhame","Old Greybeard","Gandalf the Grey","Gandalf the White","the Grey Pilgrim","Stormcrow","the White Rider","Láthspel"";"No fixed abode";"male";"";"";"http://tolkiengateway.net/wiki/Gandalf";"Maia";"Matt Stewart";""
"2";"garulf";"Gárulf";"Garulf";"";"Rohan";"male";"";"28 February, T.A. 3019,Eaves of Fangorn Forest";"http://tolkiengateway.net/wiki/G%C3%A1rulf";"Rohir";"";""
"2";"gelmirSonOfGuilin";"Gelmir (son of Guilin)";"Gelmir (son of Guilin)";"";"Nargothrond";"male";"";"";"http://tolkiengateway.net/wiki/Gelmir_of_Nargothrond";"Noldo";"Ted Nasmith";""
"2";"gerdaBoffin";"Gerda Boffin";"Gerda Boffin";"Gerda Bolger";""The Yale","Budgeford"";"female";"S.R. 1304";"S.R. 1404 (aged 100)";"http://tolkiengateway.net/wiki/Gerda_Boffin";"Hobbit";"";""
"4";"gerontiusTook";"Gerontius Took";"Gerontius Took";""The Old Took","Thain of the Shire"";""Great Smials","Tuckborough"";"male";"S.R. 1190";"S.R. 1320 (aged 130)";"http://tolkiengateway.net/wiki/Gerontius_Took";"Hobbit";"Matěj Čadil";""
"1";"ghan-buri-ghan";"Ghân-buri-Ghân";"Ghan-buri-Ghan";"Chief of the Drúedain";"";"male";"";"";"http://tolkiengateway.net/wiki/Gh%C3%A2n-buri-Gh%C3%A2n";"";"Francesco Amadio";""
"6";"gil-galad";"Gil-galad";"Gil-galad";""Artanáro/Rodnor","Ereinion"";"Havens of Sirion; Lindon";"male";"c. F.A. 450, Unknown";"S.A. 3441 (aged c. 3581), Siege of Barad-dûr";"http://tolkiengateway.net/wiki/Gil-galad";"Noldo";"Alaïs";""
"1";"gildis";"Gildis";"Gildis";"";"Dor-lómin";"female";"";"";"http://tolkiengateway.net/wiki/Gildis";"Adan";"";""
"2";"gildor";"Gildor Inglorion";"Gildor Inglorion";""of the House of Finrod"";"Rivendell";"male";"First Age";"";"http://tolkiengateway.net/wiki/Gildor";"Noldo";"Ebe Kastein";""
"2";"gildorOutlaw";"Gildor (outlaw)";"Gildor (outlaw)";"";"";"male";"";"F.A. 460, Tarn Aeluin";"http://tolkiengateway.net/wiki/Gildor_%28outlaw%29";"Adan";"";""
"2";"gilfanon";"Gilfanon";"Gilfanon";"";"Tol Eressëa";"male";"";"";"http://tolkiengateway.net/wiki/Gilfanon";"Elf";"";""
"2";"gillyBrownlock";"Gilly Brownlock";"Gilly Brownlock";"";"The Shire";"female";"Before S.R. 1346";"After S.R. 1401 ";"http://tolkiengateway.net/wiki/Gilly_Brownlock";"Hobbit";"";""
"1";"gilmith";"Gilmith";"Gilmith";"";"Dol Amroth";"female";"c. T.A. 2000 (exact date unknown)";"";"http://tolkiengateway.net/wiki/Gilmith";"Half-Elf";"";""
